Current Loan Amount,Term-Long Term,Term-Short Term,Credit Score,Annual Income,Years in current job-< 1 year,Years in current job-1 year,Years in current job-10+ years,Years in current job-2 years,Years in current job-3 years,Years in current job-4 years,Years in current job-5 years,Years in current job-6 years,Years in current job-7 years,Years in current job-8 years,Years in current job-9 years,Years in current job-n/a,Home Ownership-HaveMortgage,Home Ownership-Home Mortgage,Home Ownership-Own Home,Home Ownership-Rent,Purpose-Business Loan,Purpose-Buy a Car,Purpose-Buy House,Purpose-Debt Consolidation,Purpose-Educational Expenses,Purpose-Home Improvements,Purpose-major_purchase,Purpose-Medical Bills,Purpose-moving,Purpose-other,Purpose-Other,Purpose-renewable_energy,Purpose-small_business,Purpose-Take a Trip,Purpose-vacation,Purpose-wedding,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Scored Labels,Scored Probabilities
155474,0,1,719,2109855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32878.55,21.9,16,18,0,258704,612590,0,0,1,0.899378180503845
396946,0,1,697,1619199,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15922.19,19,70,13,1,347434,485276,1,0,1,0.801098108291626
185416,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19117.61,15,NA,12,0,400216,680460,0,0,1,0.762940287590027
368236,0,1,723,1403055,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15901.29,16.2,NA,12,0,100491,215908,0,0,1,0.88989931344986
241824,0,1,7130,1044278,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4307.68,24.5,8,8,0,93119,131956,0,0,0,0.1692184060812
99999999,0,1,747,845348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11475.62,19.1,NA,7,0,80674,142186,0,0,1,0.999556422233582
189750,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9755.36,10.8,NA,8,0,105545,201014,0,0,1,0.760718047618866
538714,0,1,742,1356999,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23408.19,21.9,NA,9,0,996816,1331264,0,0,1,0.872213661670685
99999999,0,1,683,1154250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7310.25,19.3,19,4,0,19570,22286,0,0,1,0.999208867549896
272492,1,0,702,932045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8466.21,4.7,NA,9,0,19684,179476,0,0,1,0.690544307231903
142956,0,1,744,1329601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20276.42,10.5,NA,10,0,39900,486398,0,0,1,0.743549764156342
366652,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13926.24,17,NA,7,0,216334,413336,0,0,1,0.746408641338348
93544,0,1,697,840940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7708.68,17.5,10,5,2,247,47410,2,0,1,0.64180052280426
222816,1,0,7320,788975,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11440.09,28.7,6,21,0,179284,1037982,0,0,0,0.014633109793067
133364,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16068.3,9.5,5,6,0,197828,240108,0,0,1,0.581327736377716
540254,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28804.76,21.6,26,19,0,340898,907390,0,0,1,0.811051607131958
87956,0,1,6820,1215392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10533.41,5.9,NA,5,0,351386,474738,0,0,0,0.217293202877045
197538,0,1,668,985720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18958.77,19.6,10,26,0,166896,520850,0,0,1,0.811296582221985
261778,0,1,715,1030199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14680.35,15.7,32,8,0,9538,37576,0,0,1,0.889719605445862
433884,0,1,725,2248308,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14464.13,12,51,5,0,670149,2229766,0,0,1,0.893728673458099
258016,0,1,725,3416637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13267.89,27.6,15,11,0,230299,398024,0,0,1,0.832308053970337
555368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9194.86,14,54,9,0,231933,645590,0,0,1,0.597161889076233
99999999,0,1,743,2212322,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13292.59,24.3,NA,6,0,578379,1907994,0,0,1,0.999613046646118
765380,0,1,722,3720542,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18757.75,25,NA,15,0,941089,2063798,0,0,1,0.910207211971283
285758,0,1,746,934800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14723.1,12,NA,8,0,127813,270534,0,0,1,0.845524311065674
260282,0,1,718,1873210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12612.96,16,49,11,0,237671,566258,0,0,1,0.792040586471558
552750,1,0,687,1088415,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14240.12,14.3,30,10,0,87514,179014,0,0,1,0.710215091705322
27874,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4920.43,12.6,18,9,0,31540,51282,0,0,1,0.75436145067215
99999999,1,0,658,801515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8549.43,12.8,NA,12,0,319238,602998,0,0,1,0.998392224311829
91014,0,1,742,1092747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6866.03,24.5,NA,10,0,187796,437514,0,0,1,0.82907509803772
216348,0,1,726,1681614,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15695.14,8.8,NA,10,0,230717,439384,0,0,1,0.711148500442505
411136,1,0,652,1112526,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17893.06,14.5,NA,8,0,363375,608014,0,0,1,0.694313585758209
308682,0,1,741,1134414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7978.67,14.7,6,10,0,343976,885082,0,0,1,0.750183165073395
191664,0,1,708,1128600,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14295.6,50,NA,10,0,167770,220000,0,0,1,0.878956258296967
99999999,1,0,738,1310449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30140.27,27,NA,25,0,678756,2433222,0,0,1,0.998161137104034
99999999,0,1,746,2693516,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4870.84,19.6,NA,12,0,198702,1717012,0,0,1,0.999670684337616
140866,0,1,726,1197760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15970.07,28.8,15,6,0,408025,621654,0,0,1,0.778233230113983
553190,1,0,649,1547930,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11983.68,13.6,NA,6,0,133171,194700,0,0,1,0.791898369789124
112684,0,1,740,1557088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20890.88,13.9,NA,11,0,559417,746262,0,0,1,0.786740899085999
99999999,0,1,733,945345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23318.32,17.4,NA,19,0,612712,783926,0,0,1,0.998772025108337
390104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20825.52,25.3,NA,9,0,413402,1184832,0,0,1,0.69810938835144
447920,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22162.55,14.6,NA,8,0,349999,993256,0,0,1,0.723648369312286
236126,1,0,719,926915,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25181.08,6.9,NA,11,0,116128,437976,0,0,1,0.762001156806946
108064,0,1,745,1362585,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13285.18,28.7,16,6,0,177650,306988,0,0,1,0.904514789581299
495374,1,0,723,1333686,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26340.46,14,38,12,0,379487,1029050,0,0,1,0.858720004558563
99999999,0,1,743,1119100,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20050.32,16.5,19,10,0,239229,480898,0,0,1,0.999513685703278
247258,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8007.93,32.4,NA,14,0,1661037,7312932,0,0,1,0.838225364685059
98582,0,1,7420,793250,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030.63,16.9,16,4,0,40128,94050,0,0,0,0.0815834701061249
540628,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23101.72,16.4,NA,8,0,576973,800096,0,0,1,0.642592370510101
99999999,0,1,745,2164252,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32102.78,17,NA,15,0,706838,1860100,0,0,1,0.999500632286072
618398,0,1,714,4100941,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16403.65,26.1,NA,30,0,637165,1901482,0,0,1,0.848060369491577
612920,0,1,737,5879455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85252.05,20.3,NA,14,0,150328,455686,0,0,1,0.787463903427124
255420,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2238.58,13.9,12,6,0,42123,312642,0,0,1,0.74538666009903
182490,0,1,722,469072,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6801.43,6.3,NA,10,0,186656,603702,0,0,1,0.882647395133972
769384,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30598.74,43,NA,16,0,1001490,2510002,0,0,1,0.617825031280518
316954,1,0,705,1976988,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21746.83,14.2,NA,9,0,307078,435754,0,0,1,0.824757933616638
758230,1,0,636,3180581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26292.77,28,33,9,3,168416,318648,0,3,0,0.448915183544159
234432,0,1,699,1483577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27816.95,13,27,29,0,14060,428428,0,0,1,0.870611608028412
87010,0,1,7470,732621,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6050.36,24.8,53,7,0,8113,208824,0,0,0,0.102644108235836
110880,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8572.99,35.1,19,11,0,110067,1036222,0,0,1,0.661074280738831
260084,0,1,745,1591098,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31158.86,12.1,NA,10,0,549556,797412,0,0,1,0.853477120399475
222640,0,1,724,1937240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14432.4,8,NA,14,0,44479,271062,0,0,1,0.589158713817596
81092,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1643.69,19.5,37,5,0,42750,139040,0,0,1,0.817169368267059
237908,0,1,724,939550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8847.54,25.6,33,4,0,136553,190278,0,0,1,0.921876728534698
322784,1,0,707,1523876,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24255.21,12.2,57,14,3,224732,615186,1,2,1,0.877870619297028
314468,0,1,746,1163940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20388.33,23.4,NA,9,0,357884,1485308,0,0,1,0.929210960865021
260040,0,1,740,1590775,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33671.42,30.4,51,35,0,259027,1260226,0,0,1,0.896494567394257
243276,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6143.84,35.9,NA,6,0,299744,421718,0,0,1,0.727889001369476
178200,0,1,717,769500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8464.5,33,67,15,0,174724,569866,0,0,1,0.731462180614471
262372,1,0,723,2530211,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35633.93,19.7,9,12,0,91276,205634,0,0,1,0.87626439332962
99999999,0,1,737,1452094,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20934.39,9.9,NA,11,0,270959,406934,0,0,1,0.998954772949219
221100,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22858.33,11,NA,16,0,223440,347270,0,0,1,0.80309784412384
253528,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15016.65,21.4,NA,23,0,243542,421520,0,0,1,0.781465351581573
99999999,0,1,728,1126776,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17464.99,42,74,9,1,90934,206448,1,0,1,0.999332189559937
188122,0,1,731,537852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3697.59,24.7,NA,5,0,97185,175274,0,0,1,0.821642816066742
760452,0,1,702,2251728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34338.89,19.8,50,10,0,579348,1724492,0,0,1,0.81866592168808
184558,0,1,737,1012567,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17466.7,14.7,NA,9,0,471257,597014,0,0,1,0.810498178005219
322168,1,0,737,1112906,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16851.29,23.3,NA,16,0,473423,1910040,0,0,1,0.740997910499573
99999999,0,1,745,579215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3214.61,14,NA,7,1,93195,307450,1,0,1,0.999380350112915
660660,1,0,700,2035033,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18654.39,16.4,64,7,0,130891,286484,0,0,1,0.805335223674774
765226,1,0,5880,2265864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45695,13.1,23,11,0,166763,558096,0,0,0,0.275668978691101
520806,0,1,751,2219960,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11266.43,26.2,NA,11,0,617519,1218096,0,0,1,0.93535715341568
99999999,0,1,742,2131477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17708.95,16,69,5,0,135603,352044,0,0,1,0.99936044216156
752444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13182.39,26.3,27,7,2,206663,318230,0,0,1,0.683901309967041
344696,1,0,709,788690,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21623.14,14.1,76,11,0,197942,420552,0,0,1,0.739745736122131
178750,0,1,719,1466534,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29452.66,19.8,NA,11,0,419767,665830,0,0,1,0.870963454246521
310464,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48008.44,20,NA,17,0,767809,1376232,0,0,1,0.723088443279266
222530,0,1,669,672657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12555.96,19.7,NA,9,0,219241,320540,0,0,1,0.82132214307785
120780,0,1,735,875463,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19478.99,18.5,43,17,0,281295,846010,0,0,1,0.774860203266144
667392,1,0,707,1289948,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12254.43,20.6,48,7,2,176852,273768,1,1,1,0.775014936923981
445764,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32899.64,14.7,NA,18,0,519574,1862564,0,0,1,0.744825780391693
26488,0,1,7170,91485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1052.22,13.9,NA,7,0,0,0,0,0,0,0.0631014555692673
257070,0,1,737,936795,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19594.51,14.1,NA,15,1,349942,650408,1,0,1,0.804629147052765
448228,0,1,713,1354871,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20887.65,29.5,NA,7,0,661333,848936,0,0,1,0.794787526130676
626406,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54541.97,21.2,53,19,0,363432,1156078,0,0,1,0.614968657493591
270490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27981.11,29.6,NA,23,0,1023682,17959172,0,0,1,0.544604241847992
175890,0,1,743,3740758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48629.74,18.5,2,16,0,322088,800294,0,0,1,0.85265839099884
266376,1,0,717,690156,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13860.69,15.7,NA,11,0,211394,259842,0,0,1,0.761886954307556
446710,1,0,7360,899574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21229.84,17.3,NA,10,0,448343,994488,0,0,0,0.0292597506195307
91300,0,1,712,834822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8209.14,13,NA,7,2,52307,103202,1,1,1,0.872620761394501
403392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20920.9,15.4,NA,11,0,910575,1913516,0,0,1,0.664797306060791
123574,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33365.52,20.8,25,16,0,74822,1293006,0,0,1,0.760606169700623
163064,0,1,715,1032783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4526.94,16.5,NA,8,1,81168,451902,1,0,1,0.843292534351349
354508,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20391.94,26.5,25,10,0,91656,124278,0,0,1,0.828860282897949
259292,0,1,749,933090,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12208.07,12.9,NA,19,1,131347,416658,1,0,1,0.918603241443634
221914,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11499.18,12.8,NA,9,0,223611,317284,0,0,1,0.755327522754669
261536,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7921.48,4,NA,9,2,76817,344762,2,0,1,0.840863466262817
153252,0,1,745,1219610,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17450.74,17,60,11,0,137864,323796,0,0,1,0.86259526014328
131472,0,1,7480,756960,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10786.68,15.3,NA,6,0,379810,782518,0,0,0,0.126581579446793
213048,0,1,719,1150032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21946.52,5.1,NA,8,0,243010,499774,0,0,1,0.86909681558609
239470,0,1,740,1281683,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33430.69,20.1,NA,17,0,671213,1083962,0,0,1,0.857602417469025
77880,0,1,692,307458,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4817.07,8.2,NA,8,0,95969,491678,0,0,1,0.839163362979889
775236,1,0,714,7651680,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91820.16,23,8,20,0,649192,2363812,0,0,1,0.833002984523773
49148,0,1,722,964820,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18653.25,28.4,NA,16,0,240825,362142,0,0,1,0.822603166103363
645128,1,0,699,1586348,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35693.02,18.7,63,16,0,518605,936804,0,0,1,0.858562469482422
99999999,0,1,750,1341172,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8672.93,41.1,NA,9,0,362368,677820,0,0,1,0.999839663505554
99999999,0,1,724,737960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16727.22,15.1,10,14,0,142386,344212,0,0,1,0.999542951583862
346280,1,0,708,961590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14744.38,17,47,9,0,143659,465938,0,0,1,0.802333831787109
539990,1,0,718,2201188,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16692.26,19.8,10,7,0,202882,397496,0,0,1,0.823937237262726
292556,0,1,729,816278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9183.08,12.5,NA,11,0,291479,497068,0,0,1,0.63213986158371
